Account,Business Name,Address,City,State,Postal Code,Country,Storecode,Tags,Reviewer Name,Review,Rating,Date Posted,Reply,Date Replied,Vendor,URL
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Armando Sotolongo,Good nursing carr service and excellent professional staff,5,12/30/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Angelica Sganga,Recomiendo NSPIRE Kendall Excelente nursing care and Staff very profesional,5,12/30/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Zaida Silva,"(Translated by Google) Excellent nursing service, CNA, and the rest of the department. My sister is at the facility, and we are very happy with everyone. Thank you so much. Highly recommended.

(Original)
Excelente servicio de enfermeria,CNA y el resto de departmento.Tengo mi hermana en el facility y estamos felices con todos.Muchas gracias .Recomendado totalmente",5,12/30/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Aleja Vazquez,"(Translated by Google) Excellent place, I highly recommend it 💯💯💯. The nursing service, CNA, PCT, in short, all the staff are very good and friendly.

(Original)
Excelente lugar lo recomiendo 💯💯💯  el servicio  de enfermería ,CNA ,PCT en fin todo el personal es muy bueno y amable",5,12/30/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Eduardo Moises,"(Translated by Google) The service is good, the staff and nurses are very friendly, especially in Maria Lorenzo's cafeteria

(Original)
El servicio es bueno, el trato de los trabajadores y enfermeras son muy buenos , en especial en la cafetería de Maria Lorenzo",5,12/30/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Lidia Marquez Perez,"(Translated by Google) I wanted to let you know about the excellent nursing service and care provided by the staff and professionals at this center. I highly recommend it to all families who need this service. Many blessings and thank you all. Feliberto Acosta's Family

(Original)
Quería dejarles saber ,el excelente servicio y cuidados de enfermería,por parte del colectivo de trabajo y profesionales de este centro.Recomiendo totalmente ,a todas las familias,que necesiten de este servicio.Muchas bendiciones y gracias a todos .Familia de Feliberto Acosta",5,12/30/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,olga caballero,Very appreciated with te care of everyone all nubes and stand realito recomend this facility amazign care,5,12/30/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,maria oare,"My mother Maria T Maite T  is currently receiving rehabilitation care at NSPIRE Healthcare Kendall. The staff have been kind and attentive, and they treat her with respect.

We appreciate the care and support she is receiving during her recovery.",5,12/22/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Almetria Hanks,,1,12/21/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Mr.George,Great place to have mom,5,12/21/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Carlos Gomez,"Manager Amauri excellent, Maria Lorenzo from north food services ,she is great and help every body,lala is great too,Rachel another  excellent nurse,Erik help my mother with his knowledge and services ,great places for rehabilitation.",5,12/19/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Miami Lakes,5725 NW 186th St,Hialeah,FL,33015-6019,US,2011,,Michelle Antropov,"Our Director of Nursing truly goes above and beyond every single day.
Antonio Padura, not only ensures excellent care but also takes time out of his busy schedule to personally interact with residents—even taking them outside for walks. His compassion, dedication, and hands-on approach make a real difference. It’s comforting to know residents are cared for by someone who genuinely cares.",5,12/17/2025,,,gmb,https://maps.google.com/maps?cid=11088859613584633623
synergyhlthcr-nspire,NSPIRE Healthcare Plantation,6931 W Sunrise Blvd,Plantation,FL,33313-4406,US,2013,,Sakeenia Brown,"I was at Inspire Healthcare for over a month on October 1st at first I didn't liked the place but once I got used to it I really liked it. The cook is amazing she came to my room a few times and asked me what I want to eat and she was very nice. All of the staff were nice and very respectful. Some of the nurses I had were nice and very helpful. Some of the nurse aid were nice and very helpful and a couple of them I had to report for not doing their job. I wouldn't mind coming back to Nspire Healthcare in the future. I would recommend someone to go there. I really thank and appreciate the staff especially Mr. Sheldon, the nurses, and the nurse aid for taking care of me and cared about my feelings. And thanks to the cook for remembering to make my tuna fish sandwiches for a late night snack lol.",5,12/17/2025,,,gmb,https://maps.google.com/maps?cid=532821204325464843
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Bella Lol,"My uncle was here, the nursing care service was absolutely amazing! The director of nursing Amaury was amazing, extremely helpful with everything and always had a great attitude. I will recommend this place to all my family and friends. I am super pleased with the service my uncle received!",5,12/14/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Tamarac,5901 NW 79th Ave,Tamarac,FL,33321-4639,US,2012,,George W.,Nurses don't care it takes them a half an hour to answer the call buttons thre are bugs crawling on the floor food is bad lf you care about your loved one don't bring them here.,1,12/14/2025,,,yelp-yelp,https://www.yelp.com/biz/nspire-healthcare-tamarac-tamarac?adjust_creative=P_TwBYTdY_PDw12TMXrf3w&hrid=Iv7SoAHYYBewXKmMpPjVog&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=P_TwBYTdY_PDw12TMXrf3w
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Yolanda Calderin,"(Translated by Google) Excellent work by the nursing department. My family has been at this rehabilitation center for two years, and it has been a pleasure for our family.

(Original)
Excelente trabajo por parte del departamento de enfermería. TENGO mi familia haces dos anos en ese Rehabilitación center,y ha sido un placer para nuestra familia",5,12/12/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Tamarac,5901 NW 79th Ave,Tamarac,FL,33321-4639,US,2012,,George MacGregor,Junia CNA is great.   She has a lot of compassion for her patients.  Sabrina really likes when she takes care of her.,5,12/11/2025,,,gmb,https://maps.google.com/maps?cid=15546200343318802219
synergyhlthcr-nspire,NSPIRE Healthcare Tamarac,5901 NW 79th Ave,Tamarac,FL,33321-4639,US,2012,,Debra Riles,The staff was very considerate and caring and the food was delicious,5,12/11/2025,,,gmb,https://maps.google.com/maps?cid=15546200343318802219
synergyhlthcr-nspire,NSPIRE Healthcare Tamarac,5901 NW 79th Ave,Tamarac,FL,33321-4639,US,2012,,Nancy Martin,"My husband receives excellent patient care at this facility. The case managers, the social worker, the administrative director Javier, Gigi, Joanne, Chris Nada. Shade Alberdite ,the nurses all the staff.have been excellent. Staff keeps
the facility spotless. The facility itself is older than some newer ones, however, we need to take into account the quality of care provided. I highly recommend this facility.",5,12/11/2025,,,gmb,https://maps.google.com/maps?cid=15546200343318802219
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Manuel Lopez,"(Translated by Google) I am Manuel Lopez's son, and I highly recommend this place to your family. It's the best of the best; the treatment is exceptional and the service is excellent. Everyone in the rehabilitation area is very professional and kind.

(Original)
Soy el hijo de Manuel Lopez este lugar lo recomiendo completamente para sus familiares es Lo mejor de lo mejor, el trato es muy especial y  el servicio es excelente . La area de rehabilitacion todos son muy profecionales y muy amables.",5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Tamarac,5901 NW 79th Ave,Tamarac,FL,33321-4639,US,2012,,Gisele Fergile,,5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=15546200343318802219
synergyhlthcr-nspire,NSPIRE Healthcare Tamarac,5901 NW 79th Ave,Tamarac,FL,33321-4639,US,2012,,Eddy R.,"The time that my brother spent in Nspire health was relaxing and safe, the facility stays clean  family and  friends comfortability   for elderly one of the favorite parts at the facility nurses are nice and helps out with daily routine",5,12/9/2025,,,yelp-yelp,https://www.yelp.com/biz/nspire-healthcare-tamarac-tamarac?adjust_creative=P_TwBYTdY_PDw12TMXrf3w&hrid=zfHcs_pMHxFQKKZCl2Bsjg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=P_TwBYTdY_PDw12TMXrf3w
synergyhlthcr-nspire,NSPIRE Healthcare Tamarac,5901 NW 79th Ave,Tamarac,FL,33321-4639,US,2012,,Naomi Lafrance,"Nspire Tamarac has been an incredible experience from start to finish. The staff is welcoming, professional, and truly committed to helping every individual who walks through their doors. They create A supportive, uplifting environment that makes you feel seen, heard, and valued . Whether you’re visiting for services, support , or information, they treat you with respect and compassion. I’m grateful for the positive impact Nspire Tamarac has had on me, and would highly recommend them to anyone looking for care and dedicated support in the community",5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=15546200343318802219
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Dayanna Iglesias,"My experience at this rehab center couldn't have been better. The care and empathy shown exceeded my expectations. I don't usually write reviews of the places I visit, regardless of whether I have a good or bad experience, but in this case I felt compelled to do so because I feel indebted to all the staff at that place. From the person who assisted me upon arrival to the one who took care of my hygiene and meals, not to mention the medical staff who, with their professionalism and compassion, made me feel not only safe but also right at home. Thank you, NSPIRE Healthcare Kendall. God bless you all!",5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Yazira Molina,Good care by nurse and CNA.Rehabilitation center with best   and professional care,5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Tamarac,5901 NW 79th Ave,Tamarac,FL,33321-4639,US,2012,,Gilberte Caseneuve,,5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=15546200343318802219
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Lycia Silva,"(Translated by Google) I am a long-term care patient at this wonderful facility and I am truly grateful to be part of this family of professional people and for the excellent care provided by the entire staff. Thank you to the administration, nurses, and assistants.

(Original)
Soy paciente de long term care,de este gran facilito y verdaderamente me siento agradecida, por ser parte de esta familia ,de personas profesionales y excelente cuidado por parte de todo el Staff de centro.Gracias a la administración, enfermeros y asistentes",5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,rose rejda,Best care 💓  Dr nurses all excellent 👌 👏,5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,NILDA ECHEVARRIAS,"(Translated by Google) I am very happy and grateful to this facility. I am a patient here, and I feel very happy thanks to the excellent professionalism and team. Thank you all for your support: nurses, CNA staff, directors, and everyone else. I highly recommend it.

(Original)
Muy feliz y agradecida con este Facility.Soy paciente en este centro,en el cual me siento feliz,con todo el excelente profesionalismo y equipo de trabajo. Gracias a todos por su apoyo, enfermeros,CNA, directores y demas.Lo recomiendo sin duda alguna.",5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Adalberto Claro,"(Translated by Google) I am very grateful for all the services at this center, especially the therapy, nursing, and intermediate care assistant. I am also very grateful to the maintenance and cleaning staff. Finally, I highly recommend this place to everyone.

(Original)
Muy agradecido por todo el servicio de este Centro ,agradecido con la terapia,enfermwroa y asiatente de intermedia.Por parte del servicio de Mantenimiento y Limpieza ,muy agradecido a con Ellos tambien.Finalmente recomiendo este lugar a todos",5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Milaidi Rodriguez,"(Translated by Google) I highly recommend this place. The staff is professional and the other workers are very special. The therapy department is superb, and the care provided by CNA and nursing staff is 5 stars.

(Original)
Recomiendo este lugar ,el personal profesional y demás trabajadores muy especiales,el departamento de terapia ,súper excelente,el cuidado de CNA y enfermería,es 5 estrellas",5,12/9/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,LEONIDES TAMAY,"I am writing this feedback to express serious concerns regarding the conditions at NSPIRE of Kendall. This facility is extremely dirty, outdated, and poorly maintained. For years, the floors were covered with carpets saturated with patient urine, saliva, and other bodily fluids. Only recently were those carpets removed and replaced with flooring, which should have been done long ago. The beds are old and malfunction frequently. My aunt’s bed barely goes up, making it extremely difficult for the nursing assistants to care for her. It is evident that this puts physical strain on the staff, and I can only imagine the back pain they must endure due to faulty equipment. Additionally, when my aunt was receiving IV antibiotics, she was provided with a severely rusted IV pole base, which is both unsafe and unacceptable. The handrails throughout the facility are visibly filthy, covered in dirt and residue, and on some occasions even contained coffee cups left inside them. When I opened one of the bedside drawers, three cockroaches came out. During all the days my aunt has been at this facility, I have never witnessed any fumigation or pest control services. This facility is in dire need of extensive repairs, proper sanitation, and accountability. I have attempted to report these concerns to the administration on three separate occasions. Each time, the administrative office was closed—morning, afternoon, and evening—making it impossible to file a complaint or receive any response. The conditions at NSPIRE of Kendall are unacceptable for patients, families, and staff. This facility requires immediate attention, repairs, and leadership oversight to ensure a safe and dignified environment for everyone involved.",1,12/7/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
synergyhlthcr-nspire,NSPIRE Healthcare Kendall,9400 SW 137th Ave,Miami,FL,33186-1434,US,2014,,Mandy Alvarez,"My father was at NSPIRE about 3 weeks ago and I can not stress enough run down the facility is. When he was there they were placing new tile on the floor to give the place an aesthetic new look.  The rooms have holes in the wall, the paint is peeling of the wall, I saw mold in the bathroom, the beds were chipped and worn out. The mobile IV bag holder had rust on it. My dad had scratches all over his legs when I went to visit him one day as he sat stationary in front of the nurse's station. My father contracted an infection while he was there and developed bed sores as well.

The owners should knock down the building and in its place build a state of the art facility for the patients that they serve. The nurses were any better to my father.  I would see and hear them gossiping and talking about their weekends when you could clearly hear a patient calling out for help.  That happens multiple times while my sister and I visited my father. If I could give a negative start rating I would.",1,12/6/2025,,,gmb,https://maps.google.com/maps?cid=1603705479706553161
