Account,Business Name,Address,City,State,Postal Code,Country,Storecode,Tags,Reviewer Name,Review,Rating,Date Posted,Reply,Date Replied,Vendor,URL
synergyhlthcr-avardis,Kannapolis Health and Rehabilitation,1810 Concord Lake Rd,Kannapolis,NC,28083-6434,US,2559,,Susan Ward,"Anyone that wants to put their family members in this facility,please think again. No one in the facility cares for patients. In 3 month period my uncle felt and broke his hip and  he had to have surgery then , his intestines busted up after they knew he had a stomach issue and they didn’t watch the problem and then he had the have major surgery again 10 days later after hip surgery. He couldn’t eat and nurses wouldn’t tell me anything and I would find out Thur other staff. And today I am planning my uncle funeral. Also after I was thinking the 2 years that he was there they went to 4 social workers and I don’t know how many cna and 3 administrators and 2 director of nursing. And now a new name for the place because it used to be called Transitional health and rehabilitation.",1,1/27/2026,,,gmb,https://maps.google.com/maps?cid=7027852096343372988
synergyhlthcr-avardis,Kannapolis Health and Rehabilitation,1810 Concord Lake Rd,Kannapolis,NC,28083-6434,US,2559,,Nekosha Reid,Kannapolis Health and Rehab great teamwork during the severe weather.,5,1/26/2026,Many thanks for the 5-star review! We genuinely value your support and feedback.  It is nice to hear that our hard work during this winter storm is recognized.  ,1/27/2026,gmb,https://maps.google.com/maps?cid=7027852096343372988
synergyhlthcr-avardis,Grayson Health and Rehabilitation,400 S Independence Ave,Independence,VA,24348-3972,US,2652,,Travis Byrd,They provided fantastic care for my father. Kaylee was one of his main nurses and would always reach out to me if something was going on. I couldn't have asked for a better facility or care team for my dad. I know he was at peace here until the end.,5,1/26/2026,We sincerely appreciate your 5-star review. Thank you for trusting us with your father’s care — it’s a responsibility we never take lightly. Your kind words are very meaningful to our team.,1/27/2026,gmb,https://maps.google.com/maps?cid=9789831590765290544
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,Sybil Tompkins,on or about December 19 2025 for my wife due the health concerns to this facility and being in a facility my self I was very curious about this place we were truly amazed with these people and both of us had big careers and both of us had a nice experience here the people here were friendly and had a lot of smart I would not hesitate to recommend this place thank you.,5,1/26/2026,Thank you for your thoughtful review and for trusting us with your wife’s care. We’re especially honored by your kind words given your own experience in healthcare. It means so much to know you both felt welcomed and well cared for. Your recommendation is truly appreciated.,1/27/2026,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Kannapolis Health and Rehabilitation,1810 Concord Lake Rd,Kannapolis,NC,28083-6434,US,2559,,Coleen Kowalski,Great team here at Kannapolis Health and Rehabilitation! The staff all working together during the winter storm to ensure the residents were taken care of. The Administrator cooked for the staff so that they were taken care of as well. What a positive and caring group folks.,5,1/25/2026,"Thank you for the wonderful 5-star review! We’re so proud of our Kannapolis team and their dedication to our residents, especially during challenging conditions like the winter storm. It truly takes teamwork, compassion, and commitment to ensure everyone is cared for, and we’re grateful to this team. ",1/27/2026,gmb,https://maps.google.com/maps?cid=7027852096343372988
synergyhlthcr-avardis,Kannapolis Health and Rehabilitation,1810 Concord Lake Rd,Kannapolis,NC,28083-6434,US,2559,,Deborah Roberts,Awesome teamwork for the Kannapolis team during the severe weather,5,1/25/2026,Many thanks for the 5-star review! We genuinely value your support and feedback.,1/27/2026,gmb,https://maps.google.com/maps?cid=7027852096343372988
synergyhlthcr-avardis,Ghent Health and Rehabilitation,3900 Llewellyn Ave,Norfolk,VA,23504-1203,US,2655,,Edward Spencer,Wonderful environment the staff is very friendly the place is very clean Ticia is very friendly Wonderful staff,5,1/23/2026,"Thank you for the 5-star review! We’re so glad you noticed our friendly team and clean, welcoming environment. We’ll be sure to share your kind words with Ticia and the staff — it means a lot to all of us.",1/27/2026,gmb,https://maps.google.com/maps?cid=10233776105323789694
synergyhlthcr-avardis,Kannapolis Health and Rehabilitation,1810 Concord Lake Rd,Kannapolis,NC,28083-6434,US,2559,,Lashay Barnes,I appreciate the care that was provided to my love one at this facility. The staff were very caring and helpful. Anything we needed was provided. Would highly recommend.,5,1/22/2026,Thank you for your kind words and recommendation. We’re grateful for the opportunity to care for your loved one and are so glad our team was able to provide the support and compassion you needed. Your feedback means a great deal to us.,1/27/2026,gmb,https://maps.google.com/maps?cid=7027852096343372988
synergyhlthcr-avardis,Pheasant Ridge Nursing and Rehabilitation,4355 Pheasant Ridge Rd,Roanoke,VA,24014-5272,US,2656,,Jennifer Martin,My daddy is here to get help to stand and walk physical therapy are great but the nurse are not bc they keep taking my daddy call button bc he needs help or Diaper change,1,1/22/2026,"We're truly sorry to see a 1-star rating. Your experience matters to us, and take all concerns and feedback seriously. Please contact us directly so we can listen, learn, and work to make things right.",1/27/2026,gmb,https://maps.google.com/maps?cid=1982640372297032831
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,WWH Sutherland,"My sister was transported to Jamestown Rehabilitation after a few stays at a local hospital.  We have had other relatives stay there years before and were not exceptionally pleased with their care. However, my sister’s care was professional, gentle, encouraging and  supportive. I was there several times and the staff respected our time but checked in frequently to see if anything was needed.
Yes, it’s an older facility but it’s clean and the staff is great. Don’t hesitate to secure your loved one there and visit often.",5,1/21/2026,"Thank you for giving us the opportunity to care for your sister and for sharing your experience. We’re so glad to hear our team provided supportive, professional care and made you feel respected during your visits. Your trust and recommendation mean a lot to us",1/27/2026,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Kannapolis Health and Rehabilitation,1810 Concord Lake Rd,Kannapolis,NC,28083-6434,US,2559,,Katana Jefferies,"Over the past couple of weeks, Kannapolis Health and Rehabilitation has shown a positive shift with more supportive leadership, improved communication, and a more welcoming atmosphere.",5,1/20/2026,Many thanks for the 5-star review! We genuinely value your support and feedback.,2/3/2026,gmb,https://maps.google.com/maps?cid=7027852096343372988
synergyhlthcr-avardis,Wilora Lake Healthcare,6001 Wilora Lake Rd,Charlotte,NC,28212-2833,US,2565,,MaryLou Kuklentz,Miracle is wonderful CNA. She provides care above and beyond expectations.,5,1/20/2026,Thank you for the 5-star review! We’re so glad to hear Miracle made such a positive impact — we’ll be sure to share your kind words with her. Providing exceptional care is what our team strives for every day.,1/27/2026,gmb,https://maps.google.com/maps?cid=12883400636958841292
synergyhlthcr-avardis,Wellington Rehabilitation and Healthcare,1000 Tandal Pl,Knightdale,NC,27545-8842,US,2563,,Meko Ward,"I have a friend in there, he is there for rehab, the service is horrible, if you ask a question it like you are bothering them, it took them 3 days to get clean towel and it’s no hot water on his hall, if you love your love ones, please don’t put them here.",1,1/17/2026,"We're truly sorry to see a 1-star rating. Your experience matters to us, and take all concerns and feedback seriously. Please contact us directly so we can listen, learn, and work to make things right.",1/27/2026,gmb,https://maps.google.com/maps?cid=3886324912718004434
synergyhlthcr-avardis,Wilora Lake Healthcare,6001 Wilora Lake Rd,Charlotte,NC,28212-2833,US,2565,,Jordan Manuel,,5,1/17/2026,Thank you for the 5-star rating! We are committed to helping every person in our care reach new heights. Your support means the world to our team!,2/3/2026,gmb,https://maps.google.com/maps?cid=12883400636958841292
synergyhlthcr-avardis,Forrest Oakes Healthcare,620 Heathwood Dr,Albemarle,NC,28001-8604,US,2550,,DeDe Parker,I have worked with many DONs but I cannot fail to mention the DON at Forrest Oaks who goes above and beyond to ensure that her staff are taken care of but most importantly the residents are always put first and that their care is a priority. There’s never been a time that I was there where she did not make herself available.,5,1/16/2026,"Thank you for such thoughtful recognition. We’re proud of the leadership at Forrest Oaks and grateful you’ve seen firsthand the dedication to both staff support and resident care. Our team works hard to stay present and responsive, and your kind words mean a great deal.",1/27/2026,gmb,https://maps.google.com/maps?cid=6137009337062248888
synergyhlthcr-avardis,Biltmore Haven Nursing and Rehabilitation,3864 Sweeten Creek Rd,Arden,NC,28704-3136,US,2561,,Ncreviewer,I been here one night i can tell you as a patient they do not not care about there patients they told me i could take a bath on monday i got here on thursday do you know how many germs i could of gotten from mission! Secondly i have a severe food alergy in which i am on medication for pancreatis my dr has informed me to only drink almond third which is the big one i was sent here from mission on low oxgen which they went 14 hrs without checking only one nurse asked me if i wanted ice and i had to ask for my hospital braclet to be cut off after 5 hrs of being here and could i rest easy no i heard a woman yelling all night for help and not once did a nurse go and help her !This place should be shut down !!!also didnt offer my night meds or even a inhaler this place should be investigated !!!,1,1/16/2026,We’re very sorry to hear this and take your concerns seriously. Your comments have been shared with the team. Please reach out to the Administrator or Director of Nursing so we can address this immediately. Your safety and well-being matter to us.,1/27/2026,gmb,https://maps.google.com/maps?cid=16957879690051259397
synergyhlthcr-avardis,Wellington Rehabilitation and Healthcare,1000 Tandal Pl,Knightdale,NC,27545-8842,US,2563,,Jeannette Jordan,,5,1/16/2026,Thank you for the 5-star rating! Your support means the world to our team!,2/3/2026,gmb,https://maps.google.com/maps?cid=3886324912718004434
synergyhlthcr-avardis,Wilora Lake Healthcare,6001 Wilora Lake Rd,Charlotte,NC,28212-2833,US,2565,,Ivory Rose,"I found the facility very clean. The nurses and cna’s were very good. A special shout out to nurses Cam, Louise and TT. The cna’s very nice and helpful. The main thing I would change is the food. Also Q was top notch explaining meds etc. They need to address specific dietary needs and the food needs to drastically improve. I craved meat and I sure didn’t get much and what I did get wasn’t quality. The food is the only thing stopping a 5 star rating.",4,1/15/2026,Thank you for the 4-star rating and your feedback! We appreciate your support and are always looking for ways to elevate the care experience. ,1/16/2026,gmb,https://maps.google.com/maps?cid=12883400636958841292
synergyhlthcr-avardis,Newport News Nursing and Rehabilitation,12997 Nettles Dr,Newport News,VA,23602-6913,US,2654,,Dawn Beale (Dawne7),She makes you feel relax during changing,5,1/13/2026,Many thanks for the 5-star review! We genuinely value your support and feedback.,1/16/2026,gmb,https://maps.google.com/maps?cid=2324153722059615782
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,Montice Fenton,I wouldn’t put my dog in this facility. The nurses and staff are unprofessional and not properly trained at all. Do not place your loved one here.,1,1/12/2026,"We're truly sorry to see a 1-star rating. Your experience matters to us, and take all concerns and feedback seriously. Please contact us directly so we can listen, learn, and work to make things right.",1/16/2026,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Grand Trace Health and Rehabilitation,555 John R Junkin Dr,Natchez,MS,39120-4709,US,2505,,Manley Walden,Idontwishthisplaceonmyworstenemy,1,1/10/2026,"We're truly sorry to see a 1-star rating. Your experience matters to us, and take all concerns and feedback seriously. Please contact us directly so we can listen, learn, and work to make things right.",1/16/2026,gmb,https://maps.google.com/maps?cid=13703202206434671051
synergyhlthcr-avardis,Westwood Health and Rehabilitation,625 Ashland St,Archdale,NC,27263-2943,US,2552,,Sara Poindexter,,5,1/9/2026,Thank you for the 5-star rating! Your support means the world to our team!,2/3/2026,gmb,https://maps.google.com/maps?cid=8729691537125028428
synergyhlthcr-avardis,Ashland Nursing and Rehabilitation,906 Thompson Street,Ashland,VA,23005-1128,US,2650,,Jordan,"Terrible conditions.  Many Jails and prisons are better. Wires hanging from the ceiling.
Toilet leaks water all over the floor when flushed. Rotting walls and floors.
Nurses quickly turn off call lights and come back when they can. Might be an hour, or not at all. I’ll be filing a complaint with OHSA and whatever healthcare authorities are appropriate.",1,1/8/2026,,,gmb,https://maps.google.com/maps?cid=11144595113974665893
synergyhlthcr-avardis,Newport News Nursing and Rehabilitation,12997 Nettles Dr,Newport News,VA,23602-6913,US,2654,,Dana Loper,"My loved one was well looked after here. The staff was friendly and attentive. Housekeeping was EXCELLENT! Nursing was top notch! Therapy was excellent as well! It's hard in an industry that is so short staffed nationwide to always hit all the marks but Newport News Nursing Health and Rehab strives hard! Thank you for taking great care of my friend who is like family.
God bless you all!",4,1/8/2026,Thank you for the 4-star rating! We appreciate your kind words and will share them with the Center team.,1/16/2026,gmb,https://maps.google.com/maps?cid=2324153722059615782
synergyhlthcr-avardis,Westwood Health and Rehabilitation,625 Ashland St,Archdale,NC,27263-2943,US,2552,,Carlos Lopez,"My sister spent 3 days at Westwood following her recent hospital stay. The thing I was most impressed with was the genuine care exhibited by the team members I interacted with. From Jasmine (our first nurse) who tracked down a nice dinner since we arrived late to Eulith (PT) who worked encouragingly with my sister to Nicole (Admissions) who did extra work and stayed late on a Friday evening to help us get my sister discharged so she could return home, that’s a culture any business would be proud of!",4,1/7/2026,Thank you so much for your kind words. We are committed to person-centered care and compassionate service. It's our goal to ensure every individual and family feels valued and supported.  We will pass along your feedback to our Center team.,1/16/2026,gmb,https://maps.google.com/maps?cid=8729691537125028428
synergyhlthcr-avardis,The Pavilion at St. Luke Village,1000 Stacie Drive,Hazelton,PA,18201-5689,US,2605,,Theresa PETRILLA,,5,1/7/2026,,,gmb,https://maps.google.com/maps?cid=9560539739024854864
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Cindy Dudley,"Extrememly disappointed! My husband was admitted through the VA for respite care while I (wife and caregiver) took a trip to see my family.

I chose this facility because it was the closer to our home and it had a 5 star rating. I was so looking forward to some rest and relaxation knowing he would be well cared for.

I supplied Willowbrook with plenty of snacks so he would have food to eat if he didn’t like the meal that was offered. Also, left instructions for how meds were to be administered. I left detailed notes to help staff know what he likes and dislikes and how they can help make him happy.

I called everyday to check on him. I could tell he was unhappy and he wanted to go home. That broke my heart and I would hang up just worrying about how he was being treated.

A couple weeks in to the stay I got a call he fell out of bed. He has never fallen out of bed. I was informed of this and that he was not injured. I later found out he fell a second time and I never was informed of this. I was never notified that he indeed did sustain an injury.

He was to come home on the 5th. What I saw when he arrived was so upsetting. I couldn’t believe he came home with NONE of his belongings. Staff did not check to make sure he left with his clothes, personal belongings and extra food. He came home inappropriately dressed and he was freezing! He obviously had not been looked over to make sure he was adequately dressed. He was favoring his arm and I looked at it and his hand was curled up so tight and his arm was so badly bruised. Why was I not notified? When did this happen? What happened? His hand was numb and it hurt bad. I have instructions to take Tylenol around the clock so he would not be in any pain. I was told her didn’t ask for anything and it was prescribed as PRN. He doesn’t know enough to ask for it due to his declining disease. Was any of my instructions followed through? He was starving and so thirsty when he got home.",2,1/7/2026,"Thank you for sharing your concerns. We’re sorry to hear that your experience did not reflect the level of care and communication you expected. We are actively working to elevate every aspect of the care experience.

Our commitment is to build a culture rooted in accountability, collaboration, and person-centered care—where every individual feels respected, supported, and valued. Feedback like yours is essential to that process. 

Together, we are striving toward new heights in care—and your input plays a meaningful role in that journey.",1/16/2026,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,Highfield Nursing and Rehabilitation,6590 Tryon Rd,Cary,NC,27518-7052,US,2554,,Bianca Spencer,"When i arrived in September 5, they handled a problem right away  to get me settled properly. Plus  the cna staff really pulled together to make an awkward  and  difficult situation manageable.  Their wound care team was awesome  they mended me to a healed of my wound.",3,1/5/2026,Thank you for your feedback. We appreciate your support and are dedicated to providing the highest level of care and service.,1/16/2026,gmb,https://maps.google.com/maps?cid=8193990697302986110
synergyhlthcr-avardis,Greenbough Health and Rehabilitation Center,340 Desoto Avenue Ext,Clarksdale,MS,38614-2814,US,2021,,barry Tripplett,I myself personally warn anyone about the director of nursing and the social worker my mother was there the social worker lied to me about getting paperwork filed for my mom to come in live the state that I residence in the social worker lie to the LIE to the administration up here that she was going to do my mother paperwork for a transfer but she repeatedly held back quit answering calls referring back to emails and everything and then when I call she going to tell me that someone have power medical over my mother wish that she could not show proof of anything like that this lady broke hippo law several times and literally laughed my mom have understanding and everything I went and got power turning over my mom the social worker going to tell me that the court of Mississippi will be in trouble cuz they did that this lady is a liar and I don't think she should be making any decision of anybody in the director of nurse she is just awful as well she really don't care I tried calling administrator 52 times left messages in notes,1,1/5/2026,"We're truly sorry to hear that your experience did not reflect the standard of care we aim to deliver. We are committed to a culture of accountability, where every voice matters, especially those of the families we serve. ",1/16/2026,gmb,https://maps.google.com/maps?cid=3835756123400006908
synergyhlthcr-avardis,Wilora Lake Healthcare,6001 Wilora Lake Rd,Charlotte,NC,28212-2833,US,2565,,Stacie Ashe,"This place looks very nice on the outside, but we went through a portal back decades as soon as we went through the door. Staff appeared unhappy to be there. Left with an uneasy feeling.",1,1/2/2026,,,gmb,https://maps.google.com/maps?cid=12883400636958841292
synergyhlthcr-avardis,Woodstock Valley Health and Rehabilitation,803 South Main Street,Woodstock,VA,22664-1125,US,2660,,Alan Carter,HOLY RUDE. Wow absolutely a B.,1,12/30/2025,,,gmb,https://maps.google.com/maps?cid=14295004318862757625
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,David Betterton,,5,12/28/2025,,,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Pheasant Ridge Nursing and Rehabilitation,4355 Pheasant Ridge Rd,Roanoke,VA,24014-5272,US,2656,,James Maxey,"Therapy is great 😃 however staffing could use a few ""staff",3,12/27/2025,"Thank you for your rating.  We believe feedback helps us grow. If there's anything we can do to better support you or your loved one, we're here to listen.  Please contact a member of care center team to share your feedback!",12/30/2025,gmb,https://maps.google.com/maps?cid=1982640372297032831
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,Pillow P,"For anyone thinking of putting there loved ones here. PLEASE READ THIS!!!!!!
My loved one was discharged from VCU and we wanted her to stay local at a rehab facility. The case worker suggested this place. Its the most run down nastiest infested with all sorts of people's pee and poop. Its absolutely disgusting. She ended up getting RSV there. They rarely check on anyone. They dont give their patients the right medicines. They just let them sit in their rooms and practically suffer. Long story short they forced me to call 911 MYSELF in order to get her transported to a hospital for further evaluation and that's how I found out she had got the RSV there. This place should be shut down or needs a serious re adjustment or review by some state board or something. Either way im done with it and I suggest no one puts anyone of there loved one here EVER! Or take your loved ones out if you actually care.",1,12/27/2025,"We're truly sorry to hear that your experience did not reflect the standard of care we aim to deliver. We are committed to a culture of accountability, where every voice matters, especially those of the families we serve. Your feedback is invaluable and will be shared with our leadership team to help us do better. ",12/30/2025,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Kannapolis Health and Rehabilitation,1810 Concord Lake Rd,Kannapolis,NC,28083-6434,US,2559,,Pam Baker,My mom has fallen 3 times she has sores all over legs arms that are infected.  Nurses dont care,1,12/27/2025,"We're truly sorry to see a 1-star rating. Your experience matters to us, and take all concerns and feedback seriously. Please contact us directly so we can listen, learn, and work to make things right.",12/30/2025,gmb,https://maps.google.com/maps?cid=7027852096343372988
synergyhlthcr-avardis,Wellington Rehabilitation and Healthcare,1000 Tandal Pl,Knightdale,NC,27545-8842,US,2563,,Maria Olguin,,5,12/26/2025,,,gmb,https://maps.google.com/maps?cid=3886324912718004434
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,Jennie Savage,"My sister has been in the York Rehab section for about two weeks now and they are taking good care of her.  PT, OT and Speech Therapists are working with her 5 days a week and she is making good progress. She likes the food and the whole facility is very clean.  All of the staff from the front desk to the nurses (especially Donna) and aides are helpful and professional.  So glad she was able to go there.",4,12/24/2025,"Thank you for your kind words. We are committed to providing person-centered care with compassion and respect. Our goal is to ensure every individual and family feels valued and supported, and your feedback inspires us to continue striving for excellence in the care we provide.",12/26/2025,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Westwood Health and Rehabilitation,625 Ashland St,Archdale,NC,27263-2943,US,2552,,Julie Krawiec,I want to thank all the people on the care team that helped take care of my mother and helped her reach her goal to discharge. I begin with the CNAs who took their time and assisting my mom. Thank you for your kindness. Thank you to the sweetest nurse on Earth that discharged my mom. Thank you to the greatest real Social worker I ever worked with.  Thank you to the dietary department. My mother had no complaints on the food. Thank you therapy for being the driving force for her to be a success. Thank you all. Merry Christmas.,5,12/24/2025,"Thank you for your kind words. We are committed to providing person-centered care with compassion and respect. Our goal is to ensure every individual and family feels valued and supported, and your feedback inspires us to continue striving for excellence in the care we provide.",12/26/2025,gmb,https://maps.google.com/maps?cid=8729691537125028428
synergyhlthcr-avardis,King's Daughters Community Health and Rehabilitation,1410 N Augusta St,Staunton,VA,24401-2401,US,2653,,Tiff Shopaholic,"Beautiful place, kind staff, warm environment. I have to imagine it’s tough for the caregivers but they do a good job keeping people safe and cared for.",5,12/24/2025,"Thank you for your kind words and 5-star review. We are committed to providing person-centered care with compassion and respect. Our goal is to ensure every individual and family feels valued and supported, and your feedback inspires us to continue striving for excellence in the care we provide.",12/26/2025,gmb,https://maps.google.com/maps?cid=11489819334989089200
synergyhlthcr-avardis,King's Daughters Community Health and Rehabilitation,1410 N Augusta St,Staunton,VA,24401-2401,US,2653,,Kylie Snead,,1,12/23/2025,,,gmb,https://maps.google.com/maps?cid=11489819334989089200
synergyhlthcr-avardis,Highfield Nursing and Rehabilitation,6590 Tryon Rd,Cary,NC,27518-7052,US,2554,,alyse taylor,,1,12/23/2025,,,gmb,https://maps.google.com/maps?cid=8193990697302986110
synergyhlthcr-avardis,Ocean Springs Health and Rehabilitation Center,1199 Ocean Springs Rd,Ocean Springs,MS,39564-3421,US,2019,,Mary Nell Watkins,"Great rehabilitation!! Encouraging and inspirational. Even at Christmas, the therapist stayed on task!",5,12/22/2025,Many thanks for the 5-star review! We genuinely value your support and feedback.,12/26/2025,gmb,https://maps.google.com/maps?cid=9456388844909393569
synergyhlthcr-avardis,Westwood Health and Rehabilitation,625 Ashland St,Archdale,NC,27263-2943,US,2552,,Shawnacie Johnson,Enjoy visiting this facility. The Executive Director is always available to meet and talk about any issues. The staff in the facility is always welcoming.,5,12/19/2025,Many thanks for the 5-star review! We genuinely value your support and feedback.,12/26/2025,gmb,https://maps.google.com/maps?cid=8729691537125028428
